GSM,ThreadDensity,TensileStrength,Shrinkage,AirPermeability,Thickness,Quality
294.0,172.0,468.0,0.29,693.0,0.68,Medium
199.0,125.0,897.0,9.09,442.0,0.7,Medium
134.0,179.0,330.0,0.08,196.0,0.85,Low
106.0,157.0,988.0,7.36,151.0,0.62,Medium
197.0,131.0,550.0,1.52,274.0,0.52,Medium
300.0,126.0,379.0,9.12,437.0,0.67,Medium
310.0,51.0,679.0,8.93,793.0,0.37,Medium
132.0,176.0,362.0,6.54,452.0,0.26,Low
312.0,184.0,982.0,6.72,490.0,0.65,High
237.0,75.0,295.0,0.05,214.0,0.31,Low
348.0,137.0,973.0,9.85,447.0,0.17,High
100.0,65.0,709.0,8.78,100.0,0.1,Low
132.0,122.0,564.0,8.95,162.0,0.65,Low
293.0,81.0,552.0,6.59,325.0,0.43,Medium
110.0,64.0,999.0,3.45,522.0,0.78,Medium
262.0,190.0,635.0,8.94,118.0,0.44,Medium
102.0,54.0,282.0,2.92,130.0,0.54,Low
111.0,123.0,424.0,5.63,732.0,0.47,Low
153.0,101.0,611.0,1.0,123.0,0.69,Low
89.0,126.0,934.0,9.22,310.0,0.42,Low
133.0,159.0,317.0,1.41,260.0,0.97,Low
131.0,192.0,681.0,2.25,354.0,0.94,Medium
227.0,155.0,609.0,5.58,670.0,0.86,Medium
239.0,176.0,609.0,7.64,213.0,0.93,Medium
93.0,56.0,789.0,6.19,603.0,0.5,Low
257.0,89.0,858.0,2.32,771.0,0.58,Medium
132.0,148.0,306.0,0.01,319.0,0.77,Low
101.0,192.0,581.0,7.57,456.0,0.73,Low
109.0,134.0,982.0,9.85,268.0,0.9,Medium
270.0,114.0,589.0,8.1,623.0,0.74,Medium
339.0,181.0,443.0,4.6,341.0,1.0,High
284.0,60.0,784.0,9.04,474.0,0.41,Medium
138.0,157.0,667.0,4.1,238.0,0.85,Medium
343.0,75.0,737.0,5.25,196.0,0.73,Medium
91.0,134.0,409.0,4.77,246.0,0.72,Low
198.0,172.0,803.0,4.48,281.0,0.39,Medium
327.0,126.0,836.0,7.75,156.0,0.81,High
206.0,117.0,272.0,5.27,141.0,0.91,Low
154.0,153.0,834.0,3.17,642.0,0.3,Medium
283.0,129.0,508.0,2.58,791.0,0.66,Medium
128.0,102.0,895.0,0.38,101.0,0.45,Medium
158.0,155.0,898.0,5.83,387.0,0.99,Medium
320.0,93.0,909.0,2.3,237.0,0.53,High
233.0,189.0,789.0,1.48,716.0,0.31,High
175.0,139.0,385.0,6.54,611.0,0.44,Low
215.0,150.0,452.0,6.81,321.0,0.69,Medium
288.0,146.0,212.0,7.52,430.0,0.17,Medium
167.0,58.0,498.0,5.04,716.0,0.64,Low
343.0,61.0,275.0,8.94,503.0,0.94,Low
236.0,118.0,250.0,9.36,607.0,0.87,Low
235.0,77.0,986.0,8.07,226.0,0.16,Medium
218.0,105.0,348.0,6.36,364.0,0.99,Low
200.0,148.0,930.0,3.04,114.0,0.73,Medium
144.0,159.0,321.0,9.83,325.0,0.25,Low
186.0,126.0,410.0,2.74,204.0,0.11,Low
216.0,155.0,737.0,4.42,418.0,0.85,Medium
241.0,158.0,884.0,0.57,318.0,0.12,High
179.0,161.0,355.0,9.78,376.0,0.31,Low
220.0,107.0,437.0,5.88,440.0,0.78,Low
162.0,127.0,575.0,5.57,551.0,0.63,Low
256.0,124.0,281.0,6.56,468.0,0.8,Low
277.0,91.0,691.0,4.97,573.0,0.77,Medium
191.0,117.0,555.0,0.32,289.0,0.15,Medium
135.0,82.0,472.0,6.12,518.0,0.9,Low
258.0,120.0,609.0,7.16,594.0,0.3,Medium
265.0,105.0,243.0,4.17,138.0,0.6,Low
297.0,154.0,772.0,7.57,261.0,0.68,Medium
296.0,150.0,322.0,2.27,220.0,0.25,Medium
199.0,100.0,548.0,2.21,498.0,0.98,Medium
254.0,123.0,907.0,1.61,361.0,0.54,High
102.0,170.0,529.0,3.72,660.0,0.15,Low
292.0,192.0,608.0,8.47,703.0,0.94,Medium
314.0,192.0,522.0,8.28,228.0,0.63,Medium
92.0,54.0,310.0,3.83,639.0,0.73,Low
180.0,132.0,969.0,5.89,455.0,0.57,Medium
103.0,100.0,288.0,7.21,759.0,0.85,Low
90.0,59.0,632.0,2.41,531.0,0.13,Low
173.0,189.0,909.0,1.68,164.0,0.34,Medium
280.0,53.0,993.0,9.72,317.0,0.52,Medium
100.0,144.0,911.0,6.18,662.0,0.17,Medium
290.0,195.0,298.0,9.81,526.0,0.74,Medium
219.0,129.0,738.0,3.38,173.0,0.45,Medium
180.0,85.0,800.0,7.03,559.0,0.35,Medium
107.0,74.0,345.0,2.23,524.0,0.1,Low
120.0,147.0,893.0,2.61,291.0,0.75,Medium
225.0,150.0,456.0,5.12,288.0,0.85,Medium
335.0,58.0,388.0,3.2,111.0,0.46,Medium
315.0,102.0,609.0,2.63,692.0,0.3,Medium
92.0,195.0,907.0,0.36,552.0,0.66,Medium
289.0,112.0,876.0,7.04,482.0,0.11,Medium
308.0,170.0,470.0,4.92,147.0,0.54,Medium
110.0,53.0,749.0,1.72,308.0,0.93,Low
95.0,142.0,313.0,1.03,646.0,0.44,Low
216.0,77.0,538.0,4.71,218.0,0.79,Low
245.0,129.0,767.0,0.94,676.0,0.64,Medium
179.0,125.0,558.0,7.54,414.0,0.93,Low
188.0,165.0,849.0,0.21,135.0,0.46,Medium
252.0,126.0,813.0,2.49,562.0,0.39,Medium
316.0,147.0,533.0,8.91,653.0,0.9,Medium
241.0,50.0,888.0,7.19,680.0,0.14,Medium
295.0,145.0,368.0,0.73,502.0,0.22,Medium
343.0,66.0,538.0,8.21,206.0,0.17,Medium
342.0,161.0,997.0,4.93,138.0,0.86,High
82.0,140.0,460.0,8.47,680.0,0.11,Low
107.0,137.0,934.0,6.01,279.0,0.88,Medium
228.0,139.0,398.0,4.71,111.0,0.51,Medium
107.0,98.0,410.0,9.94,438.0,0.1,Low
144.0,87.0,486.0,2.32,647.0,0.46,Low
100.0,199.0,891.0,6.24,225.0,0.27,Medium
331.0,181.0,961.0,4.6,162.0,0.66,High
215.0,108.0,609.0,0.39,181.0,0.71,High
306.0,117.0,671.0,0.14,398.0,0.54,High
92.0,179.0,681.0,1.19,133.0,0.14,Medium
128.0,98.0,222.0,6.49,708.0,0.69,Low
197.0,175.0,759.0,5.67,148.0,0.86,Medium
133.0,160.0,609.0,5.53,757.0,0.75,Low
217.0,97.0,495.0,0.32,736.0,0.85,Medium
132.0,100.0,205.0,4.69,156.0,0.28,Low
215.0,92.0,749.0,9.25,208.0,0.9,Low
132.0,147.0,880.0,3.98,616.0,0.39,Medium
153.0,173.0,994.0,6.25,123.0,0.11,Medium
125.0,129.0,402.0,7.8,320.0,0.86,Low
92.0,126.0,524.0,7.84,414.0,0.95,Low
244.0,192.0,984.0,5.19,393.0,0.69,High
181.0,76.0,443.0,8.58,109.0,0.31,Low
337.0,162.0,526.0,3.91,776.0,0.33,High
217.0,135.0,246.0,8.89,580.0,0.52,Low
242.0,163.0,960.0,2.4,737.0,0.91,High
190.0,173.0,790.0,2.8,366.0,0.23,Medium
181.0,98.0,821.0,0.53,187.0,0.84,Medium
96.0,125.0,212.0,7.96,554.0,0.36,Low
347.0,104.0,579.0,4.17,725.0,0.83,Medium
261.0,105.0,564.0,2.29,632.0,0.93,Medium
103.0,144.0,801.0,2.32,247.0,0.48,Medium
108.0,93.0,541.0,9.01,530.0,0.43,Low
307.0,133.0,420.0,5.54,165.0,0.58,Medium
267.0,65.0,272.0,6.16,477.0,0.72,Low
309.0,198.0,945.0,4.74,487.0,0.66,High
198.0,194.0,971.0,3.92,308.0,0.24,High
235.0,86.0,824.0,9.15,514.0,0.86,Medium
254.0,126.0,245.0,1.26,115.0,0.28,Medium
183.0,196.0,703.0,4.18,396.0,0.94,Medium
265.0,195.0,754.0,4.98,466.0,0.76,High
215.0,111.0,407.0,4.58,328.0,0.36,Medium
249.0,149.0,814.0,5.19,730.0,0.39,Medium
254.0,68.0,209.0,5.13,789.0,0.77,Low
301.0,158.0,528.0,2.42,631.0,0.6,Medium
312.0,93.0,386.0,1.84,549.0,0.89,Medium
241.0,56.0,609.0,0.65,135.0,0.38,Medium
213.0,166.0,867.0,7.63,521.0,0.72,Medium
303.0,117.0,1036.0,4.27,719.0,0.78,Medium
232.0,83.0,960.0,6.27,288.0,0.24,Medium
112.0,118.0,981.0,7.28,277.0,0.46,Medium
134.0,104.0,641.0,6.79,707.0,0.53,Low
86.0,59.0,416.0,4.71,414.0,0.42,Low
323.0,91.0,201.0,3.88,119.0,0.39,Medium
205.0,90.0,735.0,3.76,775.0,0.72,Medium
91.0,171.0,917.0,6.4,481.0,0.29,Medium
95.0,187.0,910.0,4.95,708.0,0.74,Medium
215.0,59.0,555.0,8.49,242.0,0.94,Medium
122.0,151.0,825.0,8.75,161.0,0.61,Medium
214.0,177.0,991.0,1.71,341.0,0.65,High
307.0,198.0,866.0,1.36,337.0,0.16,High
190.0,185.0,364.0,6.3,230.0,0.88,Low
343.0,162.0,609.0,0.19,702.0,0.65,Medium
304.0,127.0,366.0,8.89,744.0,0.98,Medium
296.0,134.0,406.0,2.27,222.0,0.64,Medium
124.0,79.0,481.0,9.29,539.0,0.75,Low
215.0,98.0,264.0,7.17,441.0,0.5,Low
138.0,58.0,715.0,7.63,518.0,0.15,Low
211.0,194.0,356.0,2.01,729.0,0.82,Medium
183.0,118.0,960.0,2.34,554.0,0.13,Medium
274.0,107.0,968.0,5.21,297.0,0.73,High
236.0,111.0,946.0,1.72,381.0,0.12,Medium
177.0,101.0,505.0,3.05,100.0,0.88,Low
305.0,89.0,594.0,3.21,431.0,0.24,Medium
284.0,112.0,273.0,1.6,311.0,0.56,Medium
158.0,196.0,386.0,2.05,186.0,0.64,Medium
203.0,99.0,773.0,7.89,764.0,0.51,Medium
297.0,190.0,609.0,1.67,798.0,0.41,High
83.0,127.0,875.0,0.28,160.0,0.52,Medium
169.0,146.0,767.0,6.29,194.0,0.38,Medium
183.0,92.0,822.0,9.76,652.0,0.49,Medium
198.0,85.0,929.0,3.31,246.0,0.42,Medium
212.0,171.0,439.0,1.19,345.0,0.61,Medium
175.0,157.0,732.0,5.7,743.0,0.31,Medium
107.0,144.0,464.0,7.84,222.0,0.55,Low
312.0,55.0,338.0,6.23,754.0,0.27,Medium
215.0,106.0,658.0,3.15,793.0,0.53,Low
138.0,178.0,269.0,5.42,555.0,0.88,Low
169.0,120.0,584.0,0.91,498.0,0.12,Medium
278.0,70.0,829.0,6.79,330.0,0.71,Medium
105.0,141.0,397.0,7.25,633.0,0.59,Low
104.0,176.0,404.0,9.65,501.0,0.25,Low
346.0,129.0,609.0,2.6,691.0,0.84,High
260.0,105.0,767.0,0.18,229.0,0.43,Medium
147.0,165.0,998.0,5.46,391.0,0.36,Medium
128.0,197.0,886.0,7.07,375.0,0.85,Medium
254.0,74.0,839.0,7.9,475.0,0.67,Medium
131.0,54.0,630.0,1.94,154.0,0.91,Low
215.0,169.0,524.0,2.62,677.0,0.67,Medium
295.0,70.0,641.0,5.13,125.0,0.77,Medium
267.0,67.0,487.0,3.31,540.0,0.85,Medium
136.0,106.0,425.0,8.61,296.0,0.15,Low
126.0,142.0,263.0,4.74,741.0,0.8,Low
238.0,68.0,759.0,8.0,342.0,0.65,Medium
253.0,177.0,913.0,5.81,289.0,0.16,High
321.0,146.0,697.0,7.73,667.0,0.56,Medium
320.0,180.0,259.0,3.33,666.0,0.17,Medium
163.0,89.0,456.0,2.75,508.0,0.59,Low
327.0,116.0,776.0,5.46,439.0,0.96,High
133.0,176.0,438.0,2.14,252.0,0.26,Low
240.0,104.0,237.0,4.76,664.0,0.65,Low
305.0,158.0,224.0,3.18,497.0,0.29,Medium
94.0,147.0,609.0,2.67,543.0,0.65,Low
303.0,161.0,660.0,9.67,722.0,0.75,Medium
140.0,164.0,770.0,1.6,526.0,0.75,Medium
125.0,136.0,556.0,9.84,303.0,0.87,Low
141.0,130.0,582.0,0.2,211.0,0.17,Medium
165.0,115.0,357.0,6.99,424.0,0.41,Low
289.0,68.0,768.0,2.53,357.0,0.72,Medium
157.0,184.0,632.0,0.4,627.0,0.55,Medium
281.0,167.0,247.0,4.03,449.0,0.27,Medium
302.0,91.0,527.0,9.35,777.0,0.6,Medium
301.0,91.0,632.0,0.12,534.0,0.47,Medium
82.0,108.0,630.0,5.88,525.0,0.45,Low
172.0,122.0,776.0,8.73,470.0,0.47,Medium
87.0,66.0,467.0,0.84,769.0,0.12,Low
314.0,76.0,609.0,6.82,348.0,0.15,Low
187.0,51.0,927.0,6.8,280.0,0.87,Medium
240.0,112.0,800.0,6.69,750.0,0.96,Medium
288.0,111.0,648.0,9.42,177.0,0.72,Medium
129.0,68.0,456.0,0.42,149.0,0.94,Low
90.0,66.0,871.0,4.71,184.0,0.7,Low
235.0,118.0,689.0,3.98,794.0,0.86,Medium
149.0,166.0,945.0,3.1,794.0,0.79,Medium
248.0,130.0,842.0,4.51,103.0,0.44,Medium
147.0,88.0,248.0,3.84,416.0,0.53,Low
331.0,85.0,858.0,4.32,210.0,0.27,High
263.0,78.0,612.0,0.89,232.0,0.8,Medium
266.0,100.0,633.0,9.22,711.0,0.9,Medium
169.0,63.0,201.0,4.8,783.0,0.75,Low
218.0,118.0,344.0,6.24,218.0,0.52,Low
168.0,195.0,565.0,4.71,449.0,0.18,Medium
98.0,106.0,619.0,3.6,786.0,0.15,Low
233.0,61.0,772.0,4.3,641.0,0.44,Medium
339.0,66.0,984.0,4.1,154.0,0.52,High
187.0,79.0,609.0,3.75,460.0,0.65,Medium
138.0,137.0,643.0,9.26,552.0,0.11,Low
204.0,148.0,633.0,8.29,652.0,0.99,Medium
186.0,72.0,842.0,1.09,784.0,0.43,Medium
324.0,178.0,754.0,1.08,429.0,0.86,High
326.0,128.0,256.0,4.28,318.0,0.58,Medium
87.0,81.0,761.0,0.99,307.0,0.22,Low
220.0,58.0,377.0,6.19,769.0,0.82,Low
87.0,64.0,492.0,1.44,184.0,0.74,Low
173.0,76.0,245.0,5.22,784.0,0.57,Low
118.0,158.0,369.0,0.07,344.0,0.56,Low
160.0,125.0,470.0,3.17,784.0,0.18,Low
266.0,197.0,616.0,6.77,434.0,0.69,Medium
167.0,158.0,446.0,9.78,695.0,0.18,Low
321.0,178.0,347.0,8.74,784.0,0.34,Medium
172.0,59.0,429.0,3.59,282.0,0.91,Low
165.0,126.0,991.0,0.45,232.0,0.36,Medium
215.0,172.0,836.0,8.46,449.0,0.69,Medium
216.0,108.0,903.0,9.11,381.0,0.58,Medium
153.0,126.0,573.0,8.21,392.0,0.64,Low
115.0,152.0,279.0,1.28,368.0,0.47,Low
180.0,173.0,805.0,9.98,296.0,0.37,Medium
235.0,135.0,937.0,2.59,636.0,0.14,High
334.0,195.0,264.0,7.24,752.0,0.77,Medium
250.0,161.0,287.0,9.08,119.0,0.77,Low
295.0,76.0,287.0,2.36,504.0,0.7,Medium
249.0,67.0,912.0,9.08,214.0,0.68,Medium
331.0,131.0,925.0,3.09,125.0,0.32,High
134.0,121.0,403.0,9.76,665.0,0.12,Low
170.0,103.0,581.0,2.81,781.0,0.83,Low
180.0,120.0,800.0,9.53,494.0,0.54,Medium
215.0,195.0,675.0,0.54,480.0,0.38,High
215.0,87.0,772.0,7.09,622.0,0.19,Medium
252.0,186.0,982.0,5.32,638.0,0.16,High
89.0,84.0,805.0,4.78,182.0,0.41,Low
307.0,131.0,738.0,2.23,649.0,0.82,High
344.0,182.0,413.0,7.06,544.0,0.93,Medium
327.0,191.0,273.0,1.91,186.0,0.91,Medium
234.0,199.0,897.0,2.53,767.0,0.92,High
113.0,72.0,742.0,9.56,497.0,0.57,Low
208.0,97.0,418.0,0.29,385.0,0.3,Medium
239.0,197.0,211.0,2.0,797.0,0.82,Medium
168.0,174.0,614.0,2.42,793.0,0.29,Medium
172.0,104.0,924.0,4.14,468.0,0.34,Low
320.0,117.0,359.0,2.33,754.0,0.31,Medium
196.0,137.0,436.0,4.91,521.0,0.56,Low
173.0,50.0,938.0,8.72,753.0,0.39,Low
242.0,184.0,380.0,7.12,796.0,0.24,Medium
178.0,144.0,757.0,5.8,542.0,0.51,Medium
192.0,189.0,540.0,0.89,619.0,0.89,Medium
170.0,155.0,657.0,6.94,683.0,0.61,Medium
285.0,182.0,279.0,1.66,387.0,0.89,Medium
96.0,157.0,846.0,7.86,194.0,0.28,Low
252.0,91.0,971.0,2.5,768.0,0.25,Medium
